0.040404,0.013587,0.007386,0.006302,1.000000,0.998635,0.034532,0.000000,0.003752,0.052656,0.007871,0.581921,0.110000,0.021362,0.041185,0.026959,0.000000,0.000000,0.045733,0.077746,0.037456,0.045900,0.000632,0.050077,0.003201,0.111430,0.000000,0.041008,0.000000,0.001005,0.039000,0.001658,0.000000,0.001544,0.090054,0.090054,0.000000,0.000000
0.030303,0.007487,0.007113,0.006302,1.000000,0.998204,0.034816,0.000000,0.001751,0.000677,0.000246,0.067797,0.000000,0.034674,0.038824,0.052269,0.000000,0.000000,0.044115,0.076782,0.036038,0.044567,0.000425,0.047918,0.001921,0.102624,0.000000,0.039398,0.000000,0.001005,0.037520,0.000414,0.000954,0.001759,0.089560,0.089560,0.000000,0.000000
0.020202,0.003327,0.006018,0.005931,1.000000,0.998419,0.034603,0.000000,0.000300,0.004715,0.001066,0.065913,0.000000,0.019387,0.009136,0.028704,0.000000,0.000000,0.045382,0.078583,0.036924,0.045678,0.000300,0.048483,0.001921,0.104385,0.000000,0.040343,0.000000,0.001005,0.038421,0.000414,0.000000,0.001373,0.090054,0.090054,0.000000,0.000000
0.020202,0.001571,0.005061,0.005561,1.000000,0.998563,0.034461,0.000000,0.000200,0.000000,0.000000,0.050847,0.000000,0.011434,0.009444,0.021916,0.000000,0.000000,0.042547,0.074349,0.034692,0.042917,0.000343,0.048021,0.001921,0.102902,0.000000,0.037859,0.000000,0.001005,0.036007,0.000414,0.000000,0.001416,0.083127,0.083622,0.000000,0.000000
0.020202,0.003327,0.005471,0.005931,1.000000,0.998276,0.034390,0.000000,0.000150,0.000000,0.000000,0.052731,0.000000,0.011904,0.006385,0.023080,0.000000,0.000000,0.040942,0.070150,0.033310,0.041075,0.000343,0.047301,0.001921,0.102624,0.000000,0.036634,0.000000,0.001005,0.035139,0.000414,0.000000,0.001502,0.088075,0.088075,0.000000,0.000000
0.020202,0.006100,0.005745,0.006117,1.000000,0.998491,0.034248,0.000000,0.000400,0.000000,0.000000,0.045198,0.000000,0.016176,0.016445,0.025310,0.000000,0.000000,0.041180,0.070065,0.033451,0.041329,0.000376,0.045450,0.001921,0.098545,0.000000,0.036494,0.000000,0.001005,0.035203,0.000414,0.000000,0.001502,0.087086,0.087086,0.000000,0.000000
0.020202,0.007579,0.006839,0.006673,1.000000,0.998276,0.034248,0.000000,0.000250,0.000000,0.000000,0.045198,0.000000,0.013534,0.011538,0.022886,0.000000,0.000000,0.037103,0.064611,0.030191,0.037615,0.000343,0.045193,0.001921,0.098266,0.000000,0.033135,0.000000,0.001005,0.032082,0.000414,0.000000,0.001330,0.082632,0.082632,0.000000,0.000000
0.020202,0.003050,0.005471,0.006117,1.000000,0.998635,0.034176,0.000000,0.000050,0.000000,0.000000,0.039548,0.000000,0.007236,0.004291,0.016486,0.000000,0.000000,0.037304,0.063570,0.030369,0.037488,0.000360,0.043959,0.002241,0.096227,0.000000,0.033450,0.000000,0.001005,0.032371,0.000414,0.000000,0.001544,0.079664,0.079664,0.000000,0.000000
0.020202,0.001941,0.004240,0.005561,1.000000,0.998276,0.034390,0.000000,0.000150,0.000065,0.000000,0.045198,0.000000,0.007853,0.009403,0.020559,0.000000,0.000000,0.035172,0.061146,0.028455,0.035489,0.000343,0.042365,0.001921,0.092890,0.000000,0.031141,0.000000,0.001005,0.030247,0.000414,0.000000,0.001502,0.075705,0.075705,0.000000,0.000000
0.020202,0.001202,0.003556,0.005375,1.000000,0.998060,0.034674,0.000000,0.000150,0.000175,0.000082,0.041431,0.000000,0.010990,0.008253,0.019589,0.000000,0.000000,0.034018,0.058440,0.027640,0.034314,0.000376,0.041440,0.002241,0.091406,0.000000,0.030301,0.000000,0.001005,0.029604,0.000414,0.000000,0.001544,0.077190,0.077190,0.000000,0.000000
0.020202,0.001386,0.003283,0.005005,1.000000,0.998707,0.034248,0.000000,0.000150,0.002751,0.000492,0.084746,0.000000,0.013805,0.006159,0.019977,0.000000,0.000000,0.033779,0.058875,0.027144,0.033902,0.000621,0.041645,0.002561,0.091314,0.000000,0.029951,0.000000,0.001005,0.029121,0.000829,0.000000,0.001459,0.073231,0.073231,0.000000,0.000000
0.020202,0.001109,0.002872,0.004449,1.000000,0.998348,0.034034,0.000000,0.000100,0.000000,0.000000,0.028249,0.000000,0.007853,0.005400,0.020656,0.000000,0.000000,0.032550,0.057151,0.026400,0.033013,0.000381,0.040103,0.002241,0.088347,0.000000,0.029076,0.000000,0.001005,0.028317,0.000414,0.000954,0.001673,0.071252,0.071252,0.000000,0.000000
0.020202,0.001386,0.002599,0.004449,1.000000,0.997917,0.034176,0.000000,0.000050,0.000022,0.000000,0.047081,0.000000,0.006051,0.003367,0.022401,0.000000,0.000000,0.031547,0.054855,0.025514,0.031838,0.000343,0.040206,0.002241,0.088347,0.000000,0.028027,0.000000,0.001005,0.027416,0.000414,0.000000,0.001587,0.073231,0.073231,0.000000,0.000000
0.020202,0.003235,0.003146,0.004449,1.000000,0.997917,0.034176,0.000000,0.002251,0.000000,0.000000,0.064030,0.000000,0.031290,0.055126,0.044123,0.000000,0.000000,0.032212,0.056400,0.026081,0.032505,0.000447,0.039537,0.002241,0.087698,0.000000,0.028551,0.000000,0.001005,0.027705,0.000414,0.000000,0.001544,0.070757,0.070757,0.000000,0.000000
0.020202,0.001571,0.002736,0.004263,1.000000,0.998491,0.034034,0.000000,0.000250,0.000000,0.000000,0.039548,0.000000,0.011780,0.012175,0.022498,0.000000,0.000000,0.030493,0.053968,0.024805,0.030918,0.000360,0.038406,0.002241,0.085659,0.000000,0.027257,0.000000,0.001005,0.026450,0.000414,0.000954,0.001587,0.071252,0.071252,0.000000,0.000000
0.020202,0.001849,0.002872,0.004263,1.000000,0.998707,0.034176,0.000000,0.000100,0.000000,0.000000,0.024482,0.000000,0.010743,0.004948,0.020656,0.000000,0.000000,0.029979,0.052696,0.024274,0.030283,0.000392,0.037121,0.001921,0.084546,0.000000,0.026627,0.000000,0.001005,0.025968,0.000414,0.000000,0.001502,0.070262,0.070262,0.000000,0.000000
0.020202,0.000647,0.002325,0.003892,1.000000,0.998491,0.034176,0.000000,0.000050,0.000000,0.000000,0.026365,0.000000,0.009557,0.004311,0.017649,0.000000,0.000000,0.030857,0.053532,0.024876,0.030981,0.000327,0.038098,0.001921,0.086215,0.000000,0.027222,0.000000,0.001005,0.026676,0.000414,0.000000,0.001373,0.071252,0.071747,0.000000,0.000000
0.020202,0.001479,0.002325,0.003892,1.000000,0.998276,0.034105,0.000000,0.000250,0.000109,0.000000,0.035782,0.000000,0.013262,0.011128,0.021431,0.000000,0.000000,0.030694,0.053592,0.024770,0.030918,0.000283,0.037789,0.002241,0.085659,0.000000,0.027187,0.000000,0.001005,0.026579,0.000414,0.000000,0.001459,0.066304,0.066304,0.000000,0.000000
0.020202,0.002033,0.002462,0.003892,1.000000,0.997845,0.034105,0.000000,0.000700,0.000000,0.000000,0.054614,0.000000,0.017460,0.025356,0.039469,0.000000,0.000000,0.030455,0.053037,0.024522,0.030664,0.000381,0.037069,0.002241,0.084454,0.000000,0.026732,0.000000,0.001005,0.026257,0.000414,0.000000,0.001802,0.069767,0.069767,0.000000,0.000000
0.020202,0.001849,0.002599,0.003707,1.000000,0.997414,0.034176,0.000000,0.000400,0.000000,0.000000,0.039548,0.000000,0.014818,0.016774,0.021431,0.000000,0.000000,0.028536,0.049572,0.023069,0.028791,0.000398,0.036967,0.002241,0.083897,0.000000,0.025332,0.000000,0.001005,0.025002,0.000414,0.000000,0.001587,0.070262,0.070262,0.000000,0.000000
0.020202,0.001017,0.002188,0.003522,1.000000,0.997917,0.034105,0.000000,0.000250,0.000000,0.000000,0.022599,0.000000,0.011113,0.012113,0.019783,0.000000,0.000000,0.029176,0.051373,0.023742,0.029616,0.000414,0.036041,0.002241,0.082229,0.000000,0.026102,0.000000,0.001005,0.025517,0.000414,0.000000,0.001502,0.070757,0.070757,0.000000,0.000000
0.020202,0.003235,0.003283,0.003892,1.000000,0.998276,0.034248,0.000000,0.000150,0.002314,0.000410,0.077213,0.000000,0.010693,0.007124,0.018425,0.000000,0.000000,0.027031,0.046926,0.021793,0.027394,0.000398,0.034447,0.002241,0.079818,0.000000,0.024038,0.000000,0.001005,0.023941,0.000414,0.000000,0.001416,0.063335,0.063335,0.000000,0.000000
0.020202,0.004991,0.004103,0.004263,1.000000,0.998419,0.034034,0.000000,0.000200,0.000109,0.000000,0.037665,0.000000,0.012225,0.008500,0.019686,0.000000,0.000000,0.027194,0.047959,0.021970,0.027648,0.000305,0.034293,0.002241,0.078799,0.000000,0.024213,0.000000,0.001005,0.023941,0.000414,0.000000,0.001330,0.061851,0.061851,0.000000,0.000000
0.030303,0.003512,0.003830,0.004263,1.000000,0.998635,0.033963,0.000000,0.000100,0.000000,0.000000,0.026365,0.000000,0.009829,0.005379,0.017552,0.000000,0.000000,0.027106,0.047088,0.021899,0.027553,0.000354,0.034190,0.002241,0.078428,0.000000,0.024108,0.000000,0.001005,0.024101,0.000414,0.000000,0.001502,0.061851,0.061851,0.000000,0.000000
0.010101,0.002126,0.003420,0.004078,1.000000,0.998419,0.033963,0.000000,0.000100,0.000022,0.000000,0.033898,0.000000,0.010866,0.006180,0.019007,0.000000,0.000000,0.026304,0.045774,0.021155,0.026474,0.000338,0.033728,0.001921,0.078057,0.000000,0.023163,0.000000,0.001005,0.023007,0.000414,0.000000,0.001630,0.059871,0.059871,0.000000,0.000000
0.010101,0.004806,0.004377,0.004449,1.000000,0.998060,0.033963,0.000000,0.000100,0.000000,0.000000,0.030132,0.000000,0.011187,0.004784,0.015128,0.000000,0.000000,0.025865,0.046388,0.020695,0.026156,0.000458,0.034242,0.002241,0.078613,0.000000,0.022708,0.000000,0.001005,0.022332,0.000414,0.000000,0.001673,0.059871,0.059871,0.000000,0.000000
0.010101,0.002588,0.003967,0.004263,1.000000,0.998276,0.034034,0.000000,0.001301,0.000000,0.000000,0.080979,0.000000,0.021659,0.041329,0.042669,0.000000,0.000000,0.024736,0.043845,0.020021,0.025299,0.000392,0.033008,0.002241,0.076296,0.000000,0.022008,0.000000,0.001005,0.022010,0.000414,0.000000,0.001587,0.056903,0.056903,0.000000,0.000000
0.020202,0.001479,0.003420,0.004078,1.000000,0.998635,0.034034,0.000000,0.000100,0.000000,0.000000,0.035782,0.000000,0.008100,0.005235,0.016195,0.000000,0.000000,0.025137,0.044818,0.020376,0.025648,0.000414,0.032391,0.002561,0.075276,0.000000,0.022568,0.000000,0.001005,0.022332,0.000414,0.000000,0.001416,0.060861,0.060861,0.000000,0.000000
0.010101,0.001664,0.003283,0.004078,1.000000,0.998491,0.034034,0.000000,0.000150,0.000000,0.000000,0.060264,0.000000,0.008397,0.010060,0.014546,0.000000,0.000000,0.023494,0.043085,0.018994,0.024125,0.000430,0.031877,0.002241,0.074627,0.000000,0.020924,0.000000,0.001005,0.020691,0.000414,0.000954,0.001716,0.053934,0.053934,0.000000,0.000000
0.020202,0.002588,0.003420,0.004078,1.000000,0.998348,0.033963,0.000000,0.000100,0.000000,0.000000,0.032015,0.000000,0.008026,0.007288,0.017746,0.000000,0.000000,0.024184,0.043034,0.019525,0.024696,0.000360,0.032031,0.002241,0.075183,0.000000,0.021519,0.000000,0.001005,0.021463,0.000414,0.000000,0.001373,0.057892,0.057892,0.000000,0.000000
0.010101,0.003605,0.003556,0.004263,1.000000,0.998419,0.033963,0.000000,0.001601,0.000000,0.000000,0.054614,0.000000,0.032401,0.038393,0.045966,0.000000,0.000000,0.022879,0.041651,0.018427,0.023426,0.000387,0.031362,0.002241,0.073422,0.000000,0.020329,0.000000,0.001005,0.020208,0.000414,0.000000,0.001459,0.052449,0.052449,0.000000,0.000000
0.020202,0.001941,0.003146,0.004078,1.000000,0.998348,0.034034,0.000000,0.000100,0.000000,0.000000,0.030132,0.000000,0.007853,0.005359,0.012413,0.000000,0.000000,0.022653,0.040491,0.018214,0.022982,0.000403,0.030694,0.002241,0.072217,0.000000,0.020049,0.000000,0.001005,0.020015,0.000414,0.000000,0.001459,0.053934,0.053934,0.000000,0.000000
0.010101,0.002033,0.003146,0.004078,1.000000,0.998276,0.034034,0.000000,0.000100,0.000000,0.000000,0.015066,0.000000,0.009385,0.005215,0.017261,0.000000,0.000000,0.022503,0.040516,0.018143,0.022950,0.000300,0.032082,0.002241,0.074720,0.000000,0.020084,0.000000,0.001005,0.019983,0.000414,0.000000,0.001544,0.052944,0.052944,0.000000,0.000000
0.010101,0.003327,0.003420,0.004078,1.000000,0.998419,0.033892,0.000000,0.000150,0.000000,0.000000,0.032015,0.000000,0.007582,0.009177,0.015710,0.000000,0.000000,0.022603,0.040559,0.018214,0.022950,0.000403,0.031105,0.002241,0.073051,0.000000,0.020084,0.000000,0.001005,0.019950,0.000414,0.000000,0.001630,0.053934,0.053934,0.000000,0.000000
0.010101,0.001294,0.002736,0.003707,1.000000,0.997701,0.034461,0.000000,0.000250,0.001856,0.000246,0.056497,0.000000,0.015732,0.009732,0.018522,0.000000,0.000000,0.021763,0.039116,0.017576,0.022093,0.000371,0.030231,0.002241,0.070919,0.000000,0.019454,0.000000,0.001005,0.019339,0.000414,0.000000,0.001587,0.051954,0.051954,0.000000,0.000000
0.010101,0.001202,0.002462,0.003707,1.000000,0.997845,0.034176,0.000000,0.000600,0.000000,0.000000,0.045198,0.000000,0.018720,0.021024,0.040632,0.000000,0.000000,0.021512,0.039151,0.017222,0.021998,0.000409,0.030026,0.002241,0.071290,0.000000,0.018999,0.000000,0.001005,0.019114,0.000414,0.000000,0.001502,0.049975,0.049975,0.000000,0.000000
0.010101,0.004437,0.005334,0.005005,1.000000,0.998563,0.033963,0.000000,0.000100,0.000000,0.000000,0.013183,0.000000,0.009953,0.004353,0.015031,0.000000,0.000000,0.021437,0.039005,0.017293,0.022030,0.000381,0.030591,0.002241,0.072402,0.000000,0.019069,0.000000,0.001005,0.019146,0.000414,0.000000,0.001416,0.053439,0.053439,0.000000,0.000000
0.010101,0.002958,0.004651,0.004819,1.000000,0.998563,0.033892,0.000000,0.000050,0.000000,0.000000,0.026365,0.000000,0.008891,0.003778,0.013964,0.000000,0.000000,0.021851,0.039646,0.017612,0.022442,0.000409,0.030540,0.002241,0.071568,0.000000,0.019489,0.000000,0.001005,0.019532,0.000414,0.000000,0.001544,0.055913,0.055913,0.000000,0.000000
0.010101,0.001109,0.003556,0.004449,1.000000,0.997988,0.033963,0.000000,0.001801,0.000000,0.000000,0.065913,0.000000,0.028969,0.047057,0.044317,0.000000,0.000000,0.020245,0.037068,0.016336,0.020855,0.000365,0.030129,0.002241,0.070919,0.000000,0.018020,0.000000,0.001005,0.018116,0.000414,0.000000,0.001544,0.049975,0.049975,0.000000,0.000000
0.010101,0.001202,0.003420,0.004263,1.000000,0.997773,0.033963,0.000000,0.000150,0.000000,0.000000,0.041431,0.000000,0.008471,0.007925,0.014352,0.000000,0.000000,0.018577,0.035276,0.014883,0.019331,0.000447,0.029254,0.002241,0.069157,0.000000,0.016445,0.000000,0.001005,0.016604,0.000414,0.000000,0.001673,0.048491,0.048491,0.000000,0.000000
0.010101,0.001941,0.003283,0.004263,1.000000,0.998132,0.033963,0.000000,0.000100,0.000000,0.000000,0.013183,0.000000,0.008644,0.005441,0.014255,0.000000,0.000000,0.019016,0.035173,0.015344,0.019458,0.000371,0.029409,0.002241,0.069992,0.000000,0.017005,0.000000,0.001005,0.017022,0.000414,0.000000,0.001502,0.046512,0.046512,0.000000,0.000000
0.010101,0.001756,0.002736,0.003892,1.000000,0.997773,0.033963,0.000000,0.000100,0.000000,0.000000,0.026365,0.000000,0.008446,0.006385,0.016583,0.000000,0.000000,0.019630,0.036428,0.015734,0.020220,0.000447,0.029100,0.002241,0.069435,0.000000,0.017460,0.000000,0.001005,0.017537,0.000414,0.000000,0.001630,0.052449,0.052449,0.000000,0.000000
0.010101,0.001017,0.002325,0.003522,1.000000,0.996983,0.033892,0.000000,0.000050,0.000000,0.000000,0.022599,0.000000,0.011607,0.002895,0.015322,0.000000,0.000000,0.019630,0.036744,0.015734,0.020347,0.000441,0.028072,0.002241,0.067581,0.000000,0.017320,0.000000,0.001005,0.017505,0.000414,0.000000,0.001330,0.051954,0.051954,0.000000,0.000000
0.010101,0.002033,0.003146,0.003892,1.000000,0.997342,0.033821,0.000000,0.000050,0.000000,0.000000,0.024482,0.000000,0.009014,0.004004,0.016389,0.000000,0.000000,0.019292,0.036197,0.015556,0.019966,0.000354,0.028483,0.002241,0.068230,0.000000,0.017215,0.000000,0.001005,0.017247,0.000414,0.000000,0.001544,0.050965,0.050965,0.000000,0.000000
0.010101,0.001017,0.002599,0.003707,1.000000,0.997773,0.033892,0.000000,0.000050,0.000000,0.000000,0.020716,0.000000,0.008347,0.003921,0.015710,0.000000,0.000000,0.019417,0.036189,0.015521,0.020093,0.000425,0.028226,0.002561,0.067952,0.000000,0.017110,0.000000,0.001005,0.017376,0.000414,0.000000,0.001587,0.051954,0.051954,0.000000,0.000000
0.010101,0.001756,0.002599,0.003522,1.000000,0.997988,0.034390,0.000000,0.001401,0.000000,0.000000,0.052731,0.000000,0.031735,0.033958,0.045869,0.000000,0.000000,0.018915,0.035028,0.015096,0.019585,0.000349,0.028432,0.002241,0.068230,0.000000,0.016690,0.000000,0.001005,0.017054,0.000414,0.000000,0.001630,0.051460,0.051460,0.000000,0.000000
